RespondentID,StartDate,EndDate,IPAddress,age,gender,pregnant,parent,parent_e_or_m,parent_hs,parent_daycare,parent_no,parent_refuse,schooltype,oversample,race,race1,edu,polparty,income,lostjob,state,university,pause_study,tech_access,dedicated_workspace,test_needed,test_able,test_notest_reason,test_timetotest,test_timetoresult,test_positive,test_hospital,risk_grocery,risk_gathering10,risk_gathering100,risk_doctor,risk_er,risk_dentist,risk_church,risk_returnwork,risk_diningoutdoor,risk_diningindoor,risk_friendsindoor,risk_friendsoutdoor,risk_elderly,risk_return_school_e,risk_return_school_m,risk_return_school_hs,risk_daycamp,risk_overnight,risk_playground,avoid_healthcare,avoid_meds,vac_exists,vac_timeline,vac_clinicaltrial,vac_receive,vac_receive_not,vac_receive_not_other,vac_flu,vac_flu_thisyear,vac_distribution,vac_info,treat_physician,treat_suppl,treat_distribution,mis_nomed,mis_lab,mis_vac_nov,mis_stopmask,stigma_wearmask,stigma_dontwearmask,stigma_hestitatetest,stigma_avoid_dr,stigma_irresponsible,stigma_ashame,stigma_wonttell,stigma_ashame_family,stigma_othersinf_ashame,stigma_notifyothers,agency_info,agency_resources,agency_lesscontrol,agency_no_control,agency_anxiety,school_return,school_feelingreturn,school_reopen_vaccine,school_reopen_testing,school_reopening_maskseveryone,school_reopening_staff_req_mask,school_reopening_student_req_mas,school_reopening__handwash,school_reopening_cdc,school_reopening_temp,school_reopening_handsanitizer,school_reopening_cafeteria,school_reopening_staggerschedule,school_reopening_limitclasssize,school_reopening_cleaning,school_reopening_other,school_reopening_otherspecify,school_top5_vaccine,school_top5_testing,school_top5_maskseveryone,school_top5_staff_req_mask,school_top5_student_req_mask,school_top5__handwash,school_top5_cdc,school_top5_temp,school_top5_handsanitizer,school_top5_cafeteria,school_top5_staggerschedule,school_top5_limitclasssize,school_top5_cleaning,school_top5_other,school_top5_otherspecify,school_2021_nodaycare,school_2021_burden,school_2021_morningcare,school_2021_eveningcare,school_2021_meals,school_2021_transportation,school_2021_none,school_2021_refuse,school_tech,school_safety,school_safety_vulnerable,school_safety_temp,school_safety_stagger,school_safety_masks,school_safety_testing,school_switchschool,school_confident,preg_planning_vagtoc,preg_planning_csection,preg_planning_hosptohome,preg_planning_hometohosp,preg_planning_nochange,preg_planning_refuse,preg_anc_cancel,preg_anc_morevisit,preg_anc_phone,preg_anc_none,preg_anc_refuse,preg_distress,preg_prenatalsupport,complete,risk_grocery_col,risk_gathering10_col,risk_gathering100_col,risk_doctor_col,risk_er_col,risk_dentist_col,risk_church_col,risk_returnwork_col,risk_diningoutdoor_col,risk_diningindoor_col,risk_friendsindoor_col,risk_friendsoutdoor_col,risk_elderly_col,risk_return_school_e_col,risk_return_school_m_col,risk_return_school_hs_col,risk_daycamp_col,risk_overnight_col,risk_playground_col,stigma_wearmask_col,stigma_dontwearmask_col,stigma_hestitatetest_col,stigma_avoid_dr_col,stigma_irresponsible_col,stigma_ashame_col,stigma_wonttell_col,stigma_ashame_family_col,stigma_othersinf_ashame_col,stigma_notifyothers_col,agency_info_col,agency_resources_col,agency_lesscontrol_col,agency_no_control_col,agency_anxiety_col,vac_clinicaltrial_col,vac_receive_col,vac_flu_thisyear_col
11964882667,9/6/2020 3:49,9/6/2020 3:52,216.151.180.15,25-34,male,,elem/midd only,1,0,0,0,0,Private/Chartered school,oversample of AA and latino,AA,AA,Some college but no degree,Rep.,85K-99K,Yes,Arizona,Yes,Yes,Yes,Yes,Yes,Yes,,3-5 days,3-5 days,Yes,Yes,somewhat safe,extr. safe,somewhat unsafe,somewhat safe,extr. unsafe,somewhat unsafe,somewhat safe,somewhat safe,extr. safe,somewhat unsafe,somewhat safe,extr. unsafe,somewhat unsafe,somewhat safe,extr. unsafe,somewhat unsafe,somewhat safe,extr. safe,extr. unsafe,Yes,Yes,Yes,already exists,extr. willing or willing,extr. willing,,,Yes,ext. likely,elderly,Your family,extr. agree,Yes,elderly,agree,disagree,unsure,agree,extr. agree,agree,disagree,agree,extr. agree,disagree,disagree,extr. agree,agree,disagree,extr. agree,agree,disagree,extr. agree,agree,yes,My child will only return if there is a vaccine available,COVID-19 vaccine availability,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,My child will require supervision at school before the school day begins,,,,,,Yes,Very concerned,Mandatory,Recommended,Too much/excessive,Recommended,Mandatory,Extremely likely,Very confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,extr. willing or willing,extr. willing or willing,extr. willing or willing
11956266664,9/2/2020 11:07,9/2/2020 11:19,73.212.96.131,55-64,male,,none,0,0,0,1,0,,nationally representative,AA,AA,Some college but no degree,Dem,10K-19K,No,District of Columbia (DC),No,,,,Yes,Yes,,1-2 days,1-2 days,No,,somewhat safe,somewhat unsafe,extr. unsafe,somewhat safe,somewhat unsafe,somewhat safe,extr. unsafe,unsure,somewhat safe,somewhat unsafe,extr. unsafe,somewhat unsafe,,unsure,unsure,unsure,unsure,unsure,unsure,No,No,Yes,already exists,3,unwilling,Do not trust the COVID-19 vaccine to be effective,,Yes,ext. likely,People with health conditions,Your primary care doctor,extr. disagree,Yes,People with health conditions,unsure,agree,unsure,disagree,extr. disagree,extr. agree,extr. agree,extr. disagree,disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. agree,extr. agree,extr. agree,extr. agree,extr. agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Prefer not to say,Prefer not to say,Mandatory,Mandatory,Mandatory,Mandatory,Mandatory,Prefer not to answer,Unsure/no opinion,,,,,,,,,,,,,,1,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,unsure,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,,unsure,unsure,unsure,unsure,unsure,unsure,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,extr unwilling or unwiling,extr unwilling or unwiling,extr. willing or willing
11954845685,9/2/2020 1:15,9/2/2020 1:27,98.151.92.175,65+,female,no,none,0,0,0,1,0,,nationally representative,Latino,Latino,Graduate,Dem,70K-84K,No,Hawaii,No,,,,No,,,,,,,somewhat unsafe,extr. unsafe,extr. unsafe,somewhat unsafe,extr. unsafe,somewhat unsafe,extr. unsafe,unsure,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,No,No,No,<6 m,4,unwilling,Do not trust the COVID-19 vaccine to be effective,,Yes,ext. likely,HC workers,Prefer not to say,extr. disagree,No,DK,disagree,disagree,disagree,disagree,extr. disagree,extr. agree,extr. disagree,extr. disagree,disagree,extr. agree,extr. agree,extr. agree,agree,extr. agree,extr. agree,extr. agree,agree,extr. disagree,extr. disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Yes,Very concerned,Mandatory,Mandatory,Mandatory,Mandatory,Mandatory,Extremely unlikely,Not at all confident,,,,,,,,,,,,,,1,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,unsure,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,extr unwilling or unwiling,extr unwilling or unwiling,extr. willing or willing
11955040242,9/2/2020 2:19,9/2/2020 3:06,136.35.169.252,55-64,female,no,none,0,0,0,1,0,,nationally representative,white,white,Some college but no degree,Rep.,70K-84K,No,Missouri,No,,,,No,,,,,,,somewhat safe,somewhat safe,somewhat unsafe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,unsure,somewhat safe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,extr. unsafe,unsure,Didn't need to go,Didn't need to refill medications,No,6-12,3,unwilling,Do not trust the COVID-19 vaccine to be effective,,No,not likely,HC workers,Your primary care doctor,disagree,No,HC workers,agree,agree,unsure,disagree,disagree,agree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,agree,agree,agree,refuse,disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Didn't need to use any technology,Prefer not to say,Mandatory,Recommended,Recommended,Recommended,Too much/excessive,Prefer not to answer,Prefer not to say,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,unsure,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,unsure,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,unsure,strong disagree or disagree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11963954517,9/5/2020 10:40,9/5/2020 10:46,98.220.32.24,45-54,male,,none,0,0,0,1,0,,oversample of AA and latino,Latino,Latino,Associate degree,Dem,20K-29K,Retired,Indiana,No,,,,Yes,Yes,,same day,1-2 days,No,,somewhat safe,somewhat unsafe,somewhat unsafe,extr. safe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,Yes,No,Yes,already exists,extr. willing or willing,extr. willing,,,Yes,ext. likely,Children,CDC,disagree,No,People with health conditions,agree,agree,disagree,disagree,extr. disagree,extr. agree,extr. disagree,extr. disagree,extr. agree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. agree,extr. agree,extr. agree,extr. disagree,extr. disagree,extr. disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My child will require supervision at school before the school day begins,,,,,,Yes,Very concerned,Mandatory,Mandatory,Mandatory,Mandatory,Mandatory,Extremely unlikely,Not that confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,extr. willing or willing,extr. willing or willing,extr. willing or willing
11954418823,9/2/2020 11:08,9/2/2020 12:16,172.58.46.236,35-44,female,no,hs only,0,1,0,0,0,Public school,nationally representative,white,white,HS or less,Independent,40K-49K,No,Idaho,No,,,,No,,,,,,,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat safe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,No,No,Yes,already exists,4,extr. unwilling,Do not trust the COVID-19 vaccine to be effective,,No, extr. not likely,DK,Federal government,extr. disagree,No,DK,unsure,unsure,unsure,unsure,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,agree,agree,agree,disagree,extr. disagree,yes,My current financial situation will force me to send my child back to school because I/we work and cannot afford childcare,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,1,,,,My child will require supervision at school before the school day begins,,,,,,No,Very concerned,Mandatory,Mandatory,Mandatory,Mandatory,Mandatory,Extremely unlikely,Very confident,,,,,,,,,,,,,,1,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11963972573,9/5/2020 11:06,9/5/2020 11:14,107.184.57.37,25-34,male,,none,0,0,0,1,0,,oversample of AA and latino,AA,AA,Bachelors,Dem,>200K,Yes,California,Yes,No,No,No,Yes,No,Afraid to get tested,,,,,somewhat safe,somewhat unsafe,extr. unsafe,somewhat unsafe,extr. safe,somewhat safe,somewhat unsafe,somewhat safe,somewhat safe,somewhat unsafe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat unsafe,somewhat unsafe,extr. unsafe,somewhat unsafe,somewhat safe,No,No,No,12-18,3,unwilling,Do not trust the COVID-19 vaccine to be effective,,Yes,not likely,People with health conditions,Your primary care doctor,agree,No,People with health conditions,disagree,agree,disagree,disagree,agree,disagree,agree,agree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,disagree,agree,agree,disagree,disagree,agree,extr. agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrying out distance learning from home will place an extremely difficult burden on my family,,,,,,,Yes,Slightly concerned,Recommended,Mandatory,Recommended,Recommended,Recommended,Extremely likely,Confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11964820666,9/6/2020 2:40,9/6/2020 2:47,73.64.59.140,35-44,female,no,none,0,0,0,1,0,,oversample of AA and latino,AA,AA,Graduate,Independent,100K-149K,No,Pennsylvania,No,,,,No,,,,,,,somewhat unsafe,extr. unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,extr. unsafe,Didn't need to go,Didn't need to refill medications,No,DK,4,extr. unwilling,Do not trust the COVID-19 vaccine to be safe,,No,not likely,HC workers,Your primary care doctor,extr. agree,No,HC workers,agree,unsure,disagree,disagree,extr. disagree,extr. disagree,disagree,disagree,disagree,extr. disagree,extr. disagree,disagree,extr. disagree,extr. disagree,extr. agree,agree,agree,agree,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Yes,Very concerned,Mandatory,Mandatory,Mandatory,Mandatory,Recommended,Extremely likely,Not at all confident,,,,,,,,,,,,,,1,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11956413390,9/3/2020 12:59,9/3/2020 1:17,23.242.230.2,55-64,male,,none,0,0,0,1,0,,nationally representative,Other,,Some college but no degree,Dem,40K-49K,Retired,California,No,,,,No,,,,,,,somewhat safe,somewhat unsafe,extr. unsafe,extr. safe,extr. safe,extr. safe,unsure,unsure,somewhat safe,somewhat unsafe,somewhat safe,somewhat safe,somewhat safe,extr. unsafe,extr. unsafe,somewhat unsafe,extr. unsafe,extr. unsafe,extr. unsafe,No,No,No,6-12,3,willing,,,Yes,ext. likely,elderly,CDC,disagree,No,elderly,unsure,disagree,disagree,disagree,disagree,extr. disagree,extr. disagree,extr. disagree,disagree,disagree,disagree,extr. disagree,extr. disagree,extr. disagree,extr. agree,agree,disagree,disagree,disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Didn't need to use any technology,Unsure,Mandatory,Mandatory,Mandatory,Mandatory,Mandatory,Unsure,Not that confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,unsure,unsure,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,extr unwilling or unwiling,extr. willing or willing,extr. willing or willing
11957881045,9/3/2020 11:52,9/3/2020 12:01,174.230.9.244,18-24,male,,none,0,0,0,1,0,,nationally representative,white,white,Some college but no degree,Refuse,50K-69K,Yes,Michigan,No,,,,No,,,,,,,unsure,somewhat unsafe,extr. unsafe,unsure,unsure,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat safe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,unsure,Didn't need to go,Didn't need to refill medications,No,DK,3,willing,,,Refused,refuse,elderly,Your primary care doctor,disagree,No,elderly,unsure,unsure,unsure,disagree,disagree,refuse,agree,disagree,refuse,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,refuse,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Prefer not to say,Prefer not to say,Mandatory,Mandatory,Mandatory,Mandatory,Mandatory,Prefer not to answer,Prefer not to say,,,,,,,,,,,,,,1,unsure,extr. unsafe/unsafe,extr. unsafe/unsafe,unsure,unsure,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,unsure,strong disagree or disagree,unsure,strong agree or agree,strong disagree or disagree,unsure,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,unsure,strong agree or agree,extr unwilling or unwiling,extr. willing or willing,refuse
11957522489,9/3/2020 10:10,9/3/2020 10:17,67.248.51.156,45-54,male,,none,0,0,0,1,0,,nationally representative,white,white,HS or less,Independent,20K-29K,No,New York,No,,,,No,,,,,,,somewhat unsafe,extr. unsafe,extr. unsafe,somewhat safe,extr. unsafe,somewhat unsafe,extr. unsafe,somewhat safe,somewhat safe,extr. unsafe,somewhat unsafe,somewhat unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,extr. unsafe,Didn't need to go,Didn't need to refill medications,No,12-18,extr unwilling or unwiling,unwilling,Do not trust the COVID-19 vaccine to be effective,,No,not likely,elderly,Your primary care doctor,agree,No,elderly,agree,agree,unsure,disagree,disagree,extr. agree,extr. disagree,disagree,agree,disagree,disagree,disagree,extr. disagree,extr. disagree,agree,disagree,disagree,agree,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Didn't need to use any technology,Unsure,Unsure/no opinion,Unsure/no opinion,Unsure/no opinion,Unsure/no opinion,Unsure/no opinion,Unsure,Unsure/no opinion,,,,,,,,,,,,,,1,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,extr. willing or willing,extr unwilling or unwiling,extr unwilling or unwiling
11956232286,9/2/2020 10:44,9/2/2020 10:50,24.111.222.203,25-34,male,,elem/midd only,1,0,0,0,0,Public school,nationally representative,white,white,HS or less,Dem,40K-49K,Yes,North Dakota,No,,,,Yes,No,Testing center too far,,,,,somewhat safe,unsure,extr. safe,unsure,somewhat safe,extr. unsafe,unsure,somewhat unsafe,unsure,extr. safe,somewhat safe,extr. safe,extr. unsafe,somewhat safe,unsure,unsure,refuse,somewhat unsafe,extr. safe,No,No,No,18-24,3,unwilling,I have religious objections to vaccines,,No,not likely,People with health conditions,CDC,disagree,No,People with health conditions,disagree,refuse,agree,disagree,agree,refuse,disagree,disagree,extr. agree,extr. disagree,extr. agree,agree,disagree,agree,agree,extr. agree,extr. disagree,disagree,refuse,no,"My child will only return if social distancing, handwashing, face-covering guidelines, and temperature checks are encouraged",,,Availability of masks/face-coverings for everyone,,,,,Temperature screening for students and staff each day,Hand sanitizer is provided in each classroom and is frequently used,Cafeteria seating is spaced for proper social distancing and food in individually packaged,,,,,,,,1,,,,,2,4,3,,,,,,,Carrying out distance learning from home will place an extremely difficult burden on my family,,My child will require supervision at school after the school day ends,My child will rely on the school/district for meals and receiving enough food,,None of these apply to me,,No,Not concerned at this time,Unsure/no opinion,Prefer not to say,Recommended,Too much/excessive,Too much/excessive,Unlikely,Not that confident,,,,,,,,,,,,,,1,extr. safe/safe,unsure,extr. safe/safe,unsure,extr. safe/safe,extr. unsafe/unsafe,unsure,extr. unsafe/unsafe,unsure,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,unsure,unsure,refuse,extr. unsafe/unsafe,extr. safe/safe,strong agree or agree,unsure,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,unsure,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11963918422,9/5/2020 9:49,9/5/2020 10:09,172.58.14.199,55-64,male,,none,0,0,0,1,0,,oversample of AA and latino,AA,AA,Bachelors,Independent,85K-99K,Yes,Florida,No,,,,Yes,Yes,,3-5 days,3-5 days,No,,somewhat safe,extr. unsafe,extr. unsafe,somewhat unsafe,extr. unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat safe,extr. unsafe,somewhat unsafe,somewhat safe,somewhat safe,extr. unsafe,somewhat unsafe,somewhat unsafe,extr. unsafe,extr. unsafe,somewhat unsafe,No,No,No,6-12,4,willing,,,Yes,ext. likely,HC workers,CDC,extr. disagree,No,HC workers,agree,unsure,unsure,disagree,extr. disagree,extr. agree,extr. disagree,extr. disagree,extr. disagree,disagree,extr. disagree,extr. disagree,extr. disagree,disagree,agree,extr. agree,disagree,agree,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,No,Prefer not to say,Recommended,Recommended,Too much/excessive,Mandatory,Recommended,Unsure,Confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,extr unwilling or unwiling,extr. willing or willing,extr. willing or willing
